Date,Close,Open,High,Low,Volume,Change_Pct,Weekday,Volume_Norm,IsHoliday,IsMonday,IsTuesday,NextOpen,MondayOpen,Fri_Close_Low,Fri_High_Low,Gap,Gap_Pct
2024-11-15,424.0,418.75,425.0,417.0,218570.0,1.19%,Friday,1.601361774393426,False,False,False,434.75,434.75,7.0,8.0,10.75,2.535377358490566
2024-11-22,435.25,436.25,439.0,434.5,175790.0,-0.23%,Friday,1.2879324075610576,False,False,False,434.75,434.75,0.75,4.5,-0.5,-0.11487650775416428
2024-11-29,433.0,428.0,433.75,427.25,124100.0,1.17%,Friday,0.9092235723211062,False,False,False,433.0,433.0,5.75,6.5,0.0,0.0
2024-12-06,440.0,435.0,440.5,434.5,216790.0,1.15%,Friday,1.5883205337912378,False,False,False,441.0,441.0,5.5,6.0,1.0,0.22727272727272727
2024-12-13,430.0,434.25,434.25,426.25,20.0,-0.41%,Friday,0.00014653079328301468,False,False,False,445.0,445.0,3.75,8.0,15.0,3.488372093023256
2024-12-20,446.25,439.75,447.5,439.5,191420.0,1.25%,Friday,1.4024462225117336,False,False,False,446.0,446.0,6.75,8.0,-0.25,-0.05602240896358543
2024-12-27,454.0,453.25,455.0,452.25,162020.0,0.06%,Friday,1.187045956385702,False,False,False,453.75,453.75,1.75,2.75,-0.25,-0.05506607929515419
2025-01-03,450.75,459.5,459.75,449.25,199340.0,-1.90%,Friday,1.4604724166518075,False,False,False,456.0,456.0,1.5,10.5,5.25,1.1647254575707155
2025-01-24,486.5,487.0,489.5,483.5,208960.0,-0.66%,Friday,1.5309537282209376,False,False,False,482.25,482.25,3.0,6.0,-4.25,-0.8735868448098663
2025-01-31,482.0,488.25,488.75,479.25,318480.0,-1.68%,Friday,2.333356352238726,False,False,False,476.75,476.75,2.75,9.5,-5.25,-1.0892116182572613
2025-02-07,487.5,495.5,496.5,485.5,287300.0,-1.56%,Friday,2.104914845510506,False,False,False,491.75,491.75,2.0,11.0,4.25,0.8717948717948718
2025-02-14,496.25,493.0,499.75,492.5,195600.0,0.56%,Friday,1.4330711583078837,False,False,False,508.0,508.0,3.75,7.25,11.75,2.367758186397985
2025-02-28,469.5,481.25,483.75,469.0,287880.0,-2.39%,Friday,2.1091642385157137,False,False,False,469.75,469.75,0.5,14.75,0.25,0.05324813631522897
2025-03-07,469.25,464.75,471.0,460.75,191870.0,1.13%,Friday,1.4057431653606014,False,False,False,458.0,458.0,8.5,10.25,-11.25,-2.397442727757059
2025-03-14,445.5,443.25,443.25,443.25,30.0,-1.76%,Friday,0.00021979618992452204,False,False,False,460.0,460.0,2.25,0.0,14.5,3.254769921436588
2025-03-21,464.25,467.25,469.75,461.25,182430.0,-1.01%,Friday,1.3365806309310186,False,False,False,464.5,464.5,3.0,8.5,0.25,0.053850296176628974
2025-03-28,453.25,450.25,454.0,442.0,206960.0,0.72%,Friday,1.516300648892636,False,False,False,453.0,453.0,11.25,12.0,-0.25,-0.05515719801434087
2025-04-04,460.25,457.75,462.5,449.25,,0.60%,Friday,,False,False,False,455.6,455.6,11.0,13.25,-4.649999999999977,-1.0103204780010815
